FID,OBJECTID,STREET_NAM,ROADINVENT,FUNCTIONAL,JURISDICTI,Network,InstallDat,ExisFacil,Rec1,Rec2,Road,Divided,CurbtoCurb,KeyBus,LengthMi,BikeInvent,RoadSegmen,Spine,TravelLane,OneWay,WorkplanDa,Agent,Designer,EngStatus,ProjectedI,FiveYearPl,Shape_Leng
940,440,Adams Street,4769600,5,2,1,2013,SLM, , ,1,0,26,0,0.072062,0,4769600,0,2,B,0,Boston Bikes,TDG,0,0,0,115.972789
941,441,Adams Street,4746200,5,2,1,2013,SLM, , ,1,0,28,0,0.054054,0,4746200,0,2,B,0,Boston Bikes,TDG,0,0,0,86.991066
942,442,Columbia Road,5392301,5,2,1,2010,SLM,CT1-1,BL,1,1,60,0,0.017133,0,5392301,1,2,FT,0,Boston Bikes,TDG,0,0,0,27.573097
943,443,Columbia Road,6254800,5,2,1,2010,SLM,CT1-1,BL,1,1,60,1,0.051305,0,6254800,1,2,FT,0,Boston Bikes,TDG,0,0,0,82.56826
944,444,Columbia Road,5241900,5,2,1,2010,BL,CT1-1, ,1,1,0,0,0.102076,0,5241900,1,2,FT,0,Boston Bikes,TDG,0,0,0,164.275847
945,445,Water Street,5620900,0,3,1,0,SUP, , ,1,0,0,0,0.084288,0,5620900,1,2,B,0, , ,0,0,0,135.648601
946,446,Main Street,5418400,5,2,1,2012,BL, , ,1,0,30,0,0.021233,0,5418400,0,1,FT,0,Boston Bikes,TDG,0,0,0,34.170875
947,447,Warren Street,4424300,5,2,1,2012,BL, , ,1,0,0,0,0.018527,0,4424300,0,1,FT,0,Boston Bikes,TDG,0,0,0,29.815749
948,448,Warren Street,5813200,5,2,1,2012,BL, , ,1,0,0,0,0.05942,0,5813200,0,2,B,0,Boston Bikes,TDG,0,0,0,95.626734
949,449,Main Street,5418500,5,2,1,2012,BL, , ,1,0,30,0,0.026745,0,5418500,0,1,FT,0,Boston Bikes,TDG,0,0,0,43.042025
950,450,Adams Street,5343100,5,2,1,2013,SLM, , ,1,0,0,0,0.025086,0,5343100,0,2,B,0,Boston Bikes,TDG,0,0,0,40.371532
951,451,Dorchester Avenue,5181800,3,2,1,2011,SLM, , ,1,0,0,0,0.111282,0,5181800,0,2,B,0,MassDOT,HSH,0,0,0,179.091887
952,452,Adams Street,4784500,5,2,1,2013,SLM, , ,1,0,0,0,0.049929,0,4784500,0,2,B,0,Boston Bikes,TDG,0,0,0,80.352643
953,453,Freeport Street,4764700,3,2,1,2013,BL, , ,1,0,30,0,0.108,0,4764700,0,2,B,0,PWD Highway,TDG,100,2013,0,173.809347
954,454,Dorchester Avenue,4761400,3,2,1,2011,SLM, , ,1,0,0,0,0.035734,0,4761400,0,2,B,0,MassDOT,HSH,0,0,0,57.508687
955,455,Dorchester Avenue,5854200,3,2,1,2011,SLM, , ,1,0,0,0,0.065606,0,5854200,0,2,B,0,MassDOT,HSH,0,0,0,105.582418
956,456,Freeport Street,4754800,3,2,1,2013,BL, , ,1,0,30,0,0.037439,0,4754800,0,2,B,0,PWD Highway,TDG,100,2013,0,60.252678
957,457,Freeport Street,4757200,3,2,1,2013,BL, , ,1,0,30,0,0.038011,0,4757200,0,2,B,0,PWD Highway,TDG,100,2013,0,61.173264
958,458,Dorchester Avenue,5709800,3,2,1,2011,BL, , ,1,0,0,0,0.011839,0,5709800,0,2,B,0,MassDOT,HSH,0,0,0,19.052724
959,459,Dorchester Avenue,5628001,3,1,1,2011,BL, , ,1,0,0,0,0.041478,0,5628001,0,2,B,0,MassDOT,HSH,0,0,0,66.752749
960,460,A Street,5718000,5,2,1,2013,CL, , ,1,0,34,0,0.026718,0,5718000,0,2,B,0,Boston Bikes,TDG,100,2013,0,42.998432
961,461,Broad Street,5279000,5,2,1,2013,SLM, , ,1,0,0,0,0.007845,0,5279000,0,2,B,0,Boston Bikes,TDG,0,0,0,12.625116
962,462,Broad Street,5279001,5,2,1,2013,SLM, , ,1,0,0,0,0.031422,0,5279001,0,2,B,0,Boston Bikes,TDG,0,0,0,50.568859
963,463,John F. Fitzgerald Surface Road,45230200,3,2,1,2011,BL, , ,1,0,0,0,0.082646,0,45230200,0,3,FT,0,Boston Bikes,TDG,0,0,0,133.00581
964,464,John F. Fitzgerald Surface Road,45231900,3,2,1,2011,BL, , ,1,0,0,0,0.046265,0,45231900,0,3,FT,0,Boston Bikes,TDG,0,0,0,74.456979
965,465,D Street,4571700,5,2,1,2013,SLM, , ,1,0,33,0,0.03267,0,4571700,0,2,B,0,Boston Bikes,TDG,0,0,0,52.57816
966,466,A Street,5398700,5,2,1,2013,BL, , ,1,0,35,0,0.023609,0,5398700,0,2,B,0,Boston Bikes,TDG,100,2013,0,37.995776
967,467,Dorchester Avenue,4539100,3,2,1,2011,SLM,CT1-1, ,1,1,0,0,0.041998,0,4539100,1,2,FT,0,MassDOT,HSH,0,0,0,67.589276
968,468,Essex Street,5787800,5,2,1,2012,BSBL, , ,1,0,0,0,0.022208,0,5787800,0,2,FT,0,Boston Bikes,TDG,0,0,0,35.74106
969,469,Essex Street,5862300,5,2,1,2012,SLM, , ,1,0,0,0,0.032495,0,5862300,0,3,FT,0,Boston Bikes,TDG,0,0,0,52.295215
970,470,Surface Artery,6293700,3,2,1,2011,BL, , ,1,0,0,0,0.098369,0,6293700,0,3,FT,0,Boston Bikes,TDG,0,0,0,158.310464
971,471,Atlantic Avenue,45234000,3,2,1,2011,BL,CT1-2, ,1,0,0,0,0.046888,0,45234000,1,3,FT,0,BTD/NPS,TDG,10,0,0,75.459579
972,472,Milk Street,4456600,5,2,1,2011,BL, , ,1,0,0,0,0.042399,0,4456600,0,2,B,0,Boston Bikes,TDG,0,0,0,68.234857
973,473,Milk Street,4456500,5,2,1,2011,SLM,CFBL, ,1,0,0,0,0.028312,0,4456500,0,3,FT,0,Boston Bikes,TDG,0,0,0,45.56427
974,474,Milk Street,5237700,5,2,1,2011,SLM,CFBL, ,1,0,0,0,0.02388,0,5237700,0,3,FT,0,Boston Bikes,TDG,0,0,0,38.431038
975,475,Post Office Square,5481700,3,2,1,2012,BL, , ,1,0,38,0,0.056913,0,5481700,0,2,FT,0,Boston Bikes,TDG,0,0,0,91.592924
976,476,Franklin Street,5647800,5,2,1,2011,BL, , ,1,0,0,0,0.010669,0,5647800,0,2,FT,0,Boston Bikes,TDG,0,0,0,17.170412
977,477,John F. Fitzgerald Surface Road,45228800,3,2,1,2014,BL,CT1-1,BL,1,0,0,0,0.067334,0,45228800,0,2,FT,2014.2, ,TDG,75,2013,0,108.363388
978,478,Cross Street,5860700,3,2,1,2014,BL, ,BL,1,0,38,0,0.035424,0,5860700,0,2,FT,2014.2,Boston Bikes,TDG,75,2013,0,57.00954
979,479,Salem Street,5243000,0,2,1,2013,SLM, , ,1,0,17,0,0.019647,0,5243000,0,1,FT,0,Boston Bikes,TDG,25,2013,0,31.619247
980,480,Salem Street,5765100,0,2,1,2013,SLM, , ,1,0,17,0,0.04966,0,5765100,0,1,FT,0,Boston Bikes,TDG,25,2013,0,79.920542
981,481,Commercial Street,5640400,5,2,1,2011,BL,CT1-2, ,1,0,0,0,0.043078,0,5640400,1,4,B,0,BTD/NPS,TDG,10,2018,1.1,69.326857
982,482,Neponset Avenue,4856400,5,2,1,2012,BL, , ,1,0,0,0,0.056509,0,4856400,0,2,B,0,Boston Bikes,TDG,0,0,0,90.94261
983,483,Neponset Avenue,4804600,5,2,1,2012,BL, , ,1,0,0,0,0.041553,0,4804600,0,2,B,0,Boston Bikes,TDG,0,0,0,66.872665
984,484,Neponset Avenue,4807500,5,2,1,2012,BL, , ,1,0,0,0,0.044007,0,4807500,0,2,B,0,Boston Bikes,TDG,0,0,0,70.822252
985,485,Freeport Street,5810000,3,2,1,2013,SLM, , ,1,0,30,0,0.020597,0,5810000,0,2,B,0,PWD Highway,TDG,100,2013,0,33.148481
986,486,Freeport Street,4773100,3,2,1,2013,CL, , ,1,0,30,0,0.049298,0,4773100,0,2,B,0,PWD Highway,TDG,100,2013,0,79.336855
987,487,Freeport Street,5575000,3,2,1,2013,SLM, , ,1,0,0,0,0.021001,0,5575000,0,2,B,0,PWD Highway,TDG,25,2013,0,33.79746
988,488,D Street,4565700,5,2,1,2013,CL, , ,1,0,33,0,0.028008,0,4565700,0,2,B,0,Boston Bikes,TDG,0,0,0,45.074785
989,489,D Street,4560200,5,2,1,2013,CL, , ,1,0,33,0,0.027863,0,4560200,0,2,B,0,Boston Bikes,TDG,0,0,0,44.841183
990,490,A Street,5815900,5,2,1,2013,CL, , ,1,0,34,0,0.053264,0,5815900,0,2,B,0,Boston Bikes,TDG,100,2013,0,85.720555
991,491,Cross Street,4439400,3,2,1,2014,BL, ,BL,1,0,26,0,0.032591,0,4439400,0,2,FT,2014.2,Boston Bikes,TDG,75,2013,0,52.450815
992,492,Atlantic Avenue,4439300,5,2,1,2011,BL,CT1-2, ,1,0,0,0,0.068537,0,4439300,1,4,B,0,BTD/NPS,TDG,10,2018,1.1,110.30027
993,493,Commercial Street,5149300,5,2,1,2011,BL,CT1-2, ,1,0,0,0,0.038634,0,5149300,1,4,B,0,BTD/NPS,TDG,10,2018,1.1,62.176252
994,494,Commercial Street,5149500,5,2,1,2011,BL,CT1-2, ,1,0,0,0,0.038845,0,5149500,1,4,B,0,BTD/NPS,TDG,10,2018,1.1,62.514713
995,495,Atlantic Avenue,5284500,5,2,1,2011,BL,CT1-2, ,1,0,0,0,0.019818,0,5284500,1,4,B,0,BTD/NPS,TDG,10,2018,1.1,31.893665
996,496,Commercial Street,4432200,5,2,1,2011,BL,CT1-2, ,1,0,0,0,0.019463,0,4432200,1,4,B,0,BTD/NPS,TDG,10,2018,1.1,31.322398
997,497,Seaport Boulevard,6272000,3,2,1,2012,BL, , ,1,1,33,0,0.095949,0,6272000,0,2,FT,0,Boston Bikes,TDG,0,0,0,154.415845
998,498,Seaport Boulevard,45261800,3,2,1,2012,BL, , ,1,1,33,0,0.095354,0,45261800,0,2,FT,0,Boston Bikes,TDG,0,0,0,153.457327
999,499,Chelsea Street,5281700,5,2,1,2010,BL, , ,1,0,0,1,0.07979,0,5281700,0,2,B,0,Boston Bikes,TDG,0,0,0,128.410361
1000,500,Chelsea Street,5138500,5,2,1,2010,BL, , ,1,0,0,0,0.053101,0,5138500,0,2,B,0,Boston Bikes,TDG,0,0,0,85.458085
1001,1701,Washington Street,4499300,3,2,1,2010,BL, , ,1,0,0,1,0.040303,0,4499300,0,2,B,0,Boston Bikes,TDG,0,0,0,64.861924
1002,1501,Centre Street,5686300,2,3,1,2011,BL,CT1-1, ,1,1,0,0,0.167829,0,5686300,1,2,FT,0,Boston Bikes,TDG,0,0,0,270.095884
1003,1702,Veterans Of Foreign Wars Parkway,5107700,2,3,1,2013,BL,SUP, ,1,1,0,0,0.174543,0,5107700,1,2,FT,0,Boston Bikes,TDG,0,0,0,280.900691
1004,1502,Perkins Street,5150200,5,3,1,2008,BL,CT1-1, ,1,1,0,0,0.083343,0,5150200,1,1,FT,0,Unknown,Unknown,0,0,0,134.128175
1005,1703,Washington Street,5812000,3,2,1,2010,BL, , ,1,0,0,1,0.032588,0,5812000,0,2,B,0,Boston Bikes,TDG,0,0,0,52.446114
1006,1704,Washington Street,5811800,3,2,1,2010,BL, , ,1,0,0,1,0.011149,0,5811800,0,2,B,0,Boston Bikes,TDG,0,0,0,17.94203
1007,1705,Washington Street,4503900,3,2,1,2010,BL, , ,1,0,0,1,0.03729,0,4503900,0,2,B,0,Boston Bikes,TDG,0,0,0,60.013315
1008,1706,Veterans Of Foreign Wars Parkway,5107900,2,3,1,2013,BL,SUP, ,1,1,0,0,0.021644,0,5107900,1,2,FT,0,Boston Bikes,TDG,0,0,0,34.833082
1009,1503,Brighton Avenue,5247100,3,2,1,2013,PSL,CT1-1,PSL,1,1,0,1,0.046149,0,5247100,1,2,FT,2014.2,Boston Bikes,TDG,100,0,0,74.269102
1010,1001,Cambridge Street,5632100,3,2,1,2010,BL, , ,1,0,0,1,0.03932,0,5632100,0,3,B,0,Boston Bikes,TDG,0,0,0,63.279872
1011,1707,Commonwealth Avenue,6237800,3,2,1,2013,SLM,CT2-1,BL,1,1,0,0,0.064684,0,6237800,0,1,FT,0,Boston Bikes,TDG,0,0,0,104.09828
1012,1002,Market Street,4460300,5,2,1,2013,SLM,BFBL, ,1,0,46,0,0.063852,0,4460300,0,3,B,0,Developer,TDG,25,2013,1.1,102.760279
1013,1504,Western Avenue,5151700,5,2,1,2010,CTBL, , ,1,0,0,0,0.095967,0,5151700,1,2,B,0,Harvard University,Jacobs,0,0,0,154.444064
1014,1505,North Harvard Street,5638700,5,2,1,2009,BL, , ,1,0,0,1,0.082628,0,5638700,0,2,B,0,Harvard,Jacobs,0,0,0,132.977023
1015,1003,Chestnut Hill Avenue,6209700,5,2,1,2013,BL, , ,1,0,0,0,0.045597,0,6209700,0,0,B,0,Boston Bikes,TDG,0,0,0,73.381396
1016,1708,Chestnut Hill Avenue,4531400,5,2,1,2013,BL, , ,1,0,40,0,0.048624,0,4531400,0,2,B,0,PWD Highway,TDG,0,0,0,78.25289
1017,1004,Chestnut Hill Avenue,4548100,5,2,1,2013,BL, , ,1,0,40,0,0.06764,0,4548100,0,2,B,0,PWD Highway,TDG,0,0,0,108.856066
1018,1506,North Harvard Street,5860400,5,2,1,2009,BL, , ,1,0,0,1,0.019468,0,5860400,0,2,B,0,Harvard,Jacobs,0,0,0,31.330894
1019,1709,Washington Street,5784101,3,2,1,2010,BL, , ,1,0,0,1,0.010835,0,5784101,0,2,B,0,Boston Bikes,TDG,0,0,0,17.43769
1020,1507,American Legion Highway,5701000,5,2,1,2009,SLM,CT1-1,BL,1,1,0,0,0.051537,0,5701000,0,2,FT,0,Boston Bikes,TDG,0,0,0,82.941732
1021,1005,Commonwealth Avenue Frontage Road Eb,5701800,0,2,1,2013,SLM,CT1-2,BL,1,0,0,0,0.056744,0,5701800,1,1,FT,0,Boston Bikes,TDG,0,0,1.1,91.320694
1022,1508,Centre Street,6235400,2,3,1,2011,BL,CT1-1, ,1,1,0,0,0.003938,0,6235400,1,2,FT,0,Boston Bikes,TDG,0,0,0,6.337114
1023,1006,Commonwealth Avenue Frontage Road Wb,5788900,0,2,1,2013,BL,CT2-1, ,1,1,0,0,0.10223,0,5788900,0,1,FT,0,Boston Bikes,TDG,0,0,0,164.523596
1024,1509,Centre Street,4736300,5,2,1,2011,BL, , ,1,0,0,0,0.030971,0,4736300,0,2,B,0,Boston Bikes,TDG,0,0,0,49.842675
1025,1510,South Street,5167100,5,2,1,2010,SLM,BL, ,1,0,0,1,0.027844,0,5167100,0,2,B,0,Boston Bikes,TDG,0,0,0,44.810337
1026,1007,Chestnut Hill Avenue,4527300,5,2,1,2013,BL, , ,1,0,40,0,0.03348,0,4527300,0,2,B,0,PWD Highway,TDG,0,0,0,53.880382
1027,1511,South Street,4739200,5,2,1,2010,BL, , ,1,0,0,1,0.056849,0,4739200,0,2,B,0,Boston Bikes,TDG,0,0,0,91.490532
1028,1008,Washington Street,5784000,3,2,1,2010,BL, , ,1,0,0,1,0.048491,0,5784000,0,2,B,0,Boston Bikes,TDG,0,0,0,78.038754
1029,1512,Centre Street,4706200,5,2,1,2010,SLM,BL, ,1,0,0,1,0.013981,0,4706200,0,2,B,0,Boston Bikes,TDG,0,0,0,22.500222
1030,1009,Washington Street,5304600,3,2,1,2010,SLM, , ,1,0,0,1,0.029102,0,5304600,0,3,B,0,Boston Bikes,TDG,0,0,0,46.834819
1031,1513,Perkins Street,5849700,5,2,1,2010,SLM, , ,1,0,0,0,0.038849,0,5849700,0,2,B,0,Boston Bikes,TDG,0,0,0,62.521635
1032,1010,Chestnut Hill Avenue,5125900,5,2,1,2013,CL, , ,1,0,40,1,0.036975,0,5125900,0,2,B,0,PWD Highway,TDG,0,0,0,59.505405
1033,1514,Perkins Street,4647700,5,2,1,2010,SLM, , ,1,0,0,0,0.055939,0,4647700,0,2,B,0,Boston Bikes,TDG,0,0,0,90.026003
1034,1011,Market Street,4499000,5,2,1,2013,BL, , ,1,0,46,0,0.066782,0,4499000,0,2,B,0,Developer,TDG,25,2013,1.1,107.475484
1035,1515,Chestnut Street,5333300,5,3,1,2007,BL, , ,1,1,0,0,0.016277,0,5333300,0,2,B,0,Unknown,Unknown,0,0,0,26.195819
1036,1516,Riverdale Parkway Rotary,8057400,0,2,1,2007,BL, , ,1,0,0,0,0.029108,0,8057400,0,1,FT,0,Unknown,Unknown,0,0,0,46.844362
1037,1710,Chestnut Hill Avenue,5656400,5,2,1,2013,CL, , ,1,0,40,1,0.048237,0,5656400,0,3,B,0,PWD Highway,TDG,0,0,0,77.630352
1038,1012,Belgrade Avenue,4900100,3,2,1,2009,BL, , ,1,0,0,0,0.061661,0,4900100,0,2,B,0,Boston Bikes,TDG,0,0,0,99.233787
1039,1801,Blue Hill Avenue,5124300,2,2,1,2010,BL,CTReplace, ,1,1,0,1,0.053543,0,5124300,1,2,FT,0,Boston Bikes,TDG,0,0,0,86.169084
1040,1517,Commonwealth Avenue,6275700,3,2,1,2010,BL,CT1-1, ,1,1,0,1,0.066925,0,6275700,1,3,FT,0,MassDOT,TDG,0,0,0,107.706107
1041,1013,Beech Street,5855700,3,2,1,2013,SLM,BL, ,1,0,42,0,0.053062,0,5855700,0,2,B,0,Boston Bikes,TDG,0,0,0,85.395107
1042,1518,Commonwealth Avenue,6305800,3,2,1,2010,BL,CT1-1, ,1,1,0,1,0.014173,0,6305800,1,2,FT,0,MassDOT,TDG,0,0,0,22.809625
1043,1711,Market Street,5789700,5,2,1,2013,SLM, , ,1,0,46,0,0.035023,0,5789700,0,2,B,0,Developer,TDG,25,2013,1.1,56.363904
1044,1802,Blue Hill Avenue,4910300,3,2,1,2010,BL,CTReplace, ,1,1,0,1,0.036437,0,4910300,1,3,FT,0,Boston Bikes,TDG,0,0,0,58.640489
1045,1519,American Legion Highway,6291400,5,2,1,2009,SLM,CT1-1, ,1,1,0,0,0.029587,0,6291400,0,2,FT,0,Boston Bikes,TDG,0,0,0,47.616538
1046,1014,Belgrade Avenue,4898400,3,2,1,2009,BL, , ,1,0,0,0,0.086822,0,4898400,1,2,B,0,Boston Bikes,TDG,0,0,0,139.727268
1047,1520,American Legion Highway,6222600,5,2,1,2008,SLM,CT1-1,BL,1,1,0,0,0.348327,0,6222600,0,2,FT,0,BPWD,AECOM,0,0,0,560.578979
1048,1015,Veterans Of Foreign Wars Parkway,5870800,2,3,1,2013,BL,SUP, ,1,1,0,0,0.00898,0,5870800,1,2,FT,0,Boston Bikes,TDG,0,0,0,14.451675
1049,1712,Market Street,4482700,5,2,1,2013,BL, , ,1,0,46,0,0.060734,0,4482700,0,2,B,0,Developer,TDG,25,2013,1.1,97.741659
1050,1803,Blue Hill Avenue,6218900,3,2,1,2010,BL,CT1-2, ,1,1,0,1,0.044084,0,6218900,1,3,FT,0,Boston Bikes,TDG,0,0,0,70.946909
1051,1016,Belgrade Avenue,4897800,3,2,1,2009,BL, , ,1,0,0,0,0.066209,0,4897800,1,2,B,0,Boston Bikes,TDG,0,0,0,106.553051
1052,1521,Washington Street,5705600,3,2,1,2009,SLM,BL, ,1,0,0,1,0.103743,0,5705600,0,4,B,0,Boston Bikes,TDG,0,0,1.1,166.957765
1053,1804,Blue Hill Avenue,6219500,3,2,1,2010,BL,CT1-2, ,1,1,0,1,0.055734,0,6219500,1,2,FT,0,Boston Bikes,TDG,0,0,0,89.69507
1054,1713,Market Street,4476600,5,2,1,2013,BL, , ,1,0,46,0,0.019518,0,4476600,0,2,B,0,Developer,TDG,25,2013,1.1,31.410521
1055,1017,Centre Street,4824300,5,2,1,2010,BL, , ,1,0,0,0,0.046687,0,4824300,0,2,B,0,Boston Bikes,TDG,0,0,0,75.135277
1056,1522,Washington Street,4776200,3,2,1,2009,SLM,CT1-2, ,1,0,0,1,0.03035,0,4776200,0,4,B,0,Boston Bikes,TDG,0,0,1.1,48.843062
1057,1805,Blue Hill Avenue,6211900,3,2,1,2012,SLM,CT1-2, ,1,1,0,1,0.119726,0,6211900,1,3,FT,0,Boston Bikes,TDG,0,0,0,192.679999
1058,1523,South Street,5735900,5,2,1,2010,SLM,BL, ,1,0,0,1,0.048677,0,5735900,0,2,B,0,Boston Bikes,TDG,0,0,0,78.338684
1059,1018,Commonwealth Avenue Frontage Road Wb,5435200,0,2,1,2013,SLM,CT2-1,BL,1,0,0,0,0.054623,0,5435200,0,2,B,0,Boston Bikes,TDG,0,0,0,87.907826
1060,1714,Market Street,4474600,5,2,1,2013,BL, , ,1,0,46,0,0.021581,0,4474600,0,2,B,0,Developer,TDG,25,2013,1.1,34.731111
1061,1524,American Legion Highway,5120400,5,2,1,2008,BL,CT1-1, ,1,1,0,0,0.147129,0,5120400,0,2,FT,0,BPWD,AECOM,0,0,0,236.782296
1062,1806,Blue Hill Avenue,5167400,3,2,1,2012,SLM,CTReplace, ,1,1,0,1,0.075263,0,5167400,1,3,FT,0,Boston Bikes,TDG,0,0,0,121.123687
1063,1019,Centre Street,5822100,5,2,1,2010,BL, , ,1,1,0,0,0.018541,0,5822100,0,1,FT,0,Boston Bikes,TDG,0,0,0,29.838562
1064,1715,Belgrade Avenue,5403201,3,2,1,2013,SLM, , ,1,0,0,0,0.036173,0,5403201,0,2,B,0,Boston Bikes,TDG,0,0,0,58.215307
1065,1525,Beacon Street,5457700,3,2,1,2010,BL,CT1-2, ,1,0,0,0,0.115768,0,5457700,0,3,FT,0,Boston Bikes,TDG,0,0,0,186.310539
1066,1807,Jewish War Veterans Drive,5190400,5,2,1,2009,BL, , ,1,0,0,0,0.063022,0,5190400,0,2,B,0,Boston Bikes,TDG,0,0,0,101.424608
1067,1716,Belgrade Avenue,5403200,3,2,1,2013,SLM, , ,1,0,0,0,0.078741,0,5403200,0,2,B,0,Boston Bikes,TDG,0,0,0,126.721303
1068,1020,Centre Street,6247800,5,2,1,2010,BL, , ,1,1,0,0,0.045471,0,6247800,0,2,FT,0,Boston Bikes,TDG,0,0,0,73.178082
1069,1526,Beacon Street,5113600,3,3,1,2010,BL,CT1-2, ,1,0,0,0,0.015672,0,5113600,1,3,FT,0,Boston Bikes,TDG,0,0,0,25.221207
1070,1527,Washington Street,4647500,3,2,1,2011,BL,BL, ,1,0,0,0,0.027101,0,4647500,0,2,B,0,Boston Bikes,TDG,0,0,0,43.615502
1071,1808,Martin Luther King Boulevard,6239800,5,2,1,2011,BL,CT1-1, ,1,1,0,0,0.210042,0,6239800,0,2,FT,0,Boston Bikes,TDG,0,0,0,338.02977
1072,1021,Centre Street,6238500,2,3,1,2011,BL,CT1-1, ,1,1,0,0,0.028455,0,6238500,1,2,FT,0,Boston Bikes,TDG,0,0,0,45.794757
1073,1717,Commonwealth Avenue Frontage Road Wb,5435300,0,2,1,2013,SLM,CT2-1,BL,1,0,0,0,0.037591,0,5435300,0,2,B,0,Boston Bikes,TDG,0,0,0,60.49672
1074,1528,Centre Street,6288800,5,2,1,2010,SLM,BL, ,1,1,0,0,0.022463,0,6288800,0,1,FT,0,Boston Bikes,TDG,0,0,0,36.150896
1075,1022,Centre Street,5213000,2,3,1,2011,BL,CT1-1, ,1,1,0,0,0.027326,0,5213000,1,2,FT,0,Boston Bikes,TDG,0,0,0,43.977468
1076,1809,Martin Luther King Boulevard,5221100,5,2,1,2011,BL,CT1-1, ,1,1,0,0,0.214938,0,5221100,0,2,FT,0,Boston Bikes,TDG,0,0,0,345.909357
1077,1718,Belgrade Avenue,4899501,3,2,1,2009,BL, , ,1,0,0,0,0.022342,0,4899501,1,2,B,0,Boston Bikes,TDG,0,0,0,35.956257
1078,1529,Perkins Street,5827800,5,2,1,2010,SLM,BL, ,1,1,0,0,0.02105,0,5827800,0,1,FT,0,Boston Bikes,TDG,0,0,0,33.876364
1079,1023,Harvard Avenue,5262500,3,2,1,2010,BL,CT2-1, ,1,0,0,1,0.005414,0,5262500,1,2,B,0,Boston Bikes,TDG,0,0,0,8.713475
1080,1719,Centre Street,4874500,5,2,1,2010,BL, , ,1,0,0,0,0.02357,0,4874500,0,2,B,0,Boston Bikes,TDG,0,0,0,37.932919
1081,1810,Forsyth Street,5729200,0,2,1,2012,BL, , ,1,0,53,0,0.034256,0,5729200,0,2,B,0,Boston Bikes,TDG,0,0,0,55.130504
1082,1530,Centre Street,4638600,5,2,1,2010,SLM,BL, ,1,0,0,0,0.035058,0,4638600,0,2,B,0,Boston Bikes,TDG,0,0,0,56.420263
1083,1024,Harvard Avenue,5441600,3,2,1,2010,BL,CT2-1, ,1,0,0,1,0.00962,0,5441600,1,2,B,0,Boston Bikes,TDG,0,0,0,15.4822
1084,1025,Brighton Avenue,5720900,3,2,1,2013,PSL,CT1-1,PSL,1,1,0,1,0.059754,0,5720900,1,2,FT,2014.2,Boston Bikes,TDG,100,0,0,96.164735
1085,1531,Brookline Avenue,4570700,2,2,1,2013,SLM,BL, ,1,0,60,0,0.013977,0,4570700,0,5,B,0,Boston Bikes,TDG,0,0,0,22.494144
1086,1720,Belgrade Avenue,4898600,3,2,1,2009,BL, , ,1,0,0,0,0.014189,0,4898600,1,2,B,0,Boston Bikes,TDG,0,0,0,22.834791
1087,1811,Huntington Avenue,6261800,3,2,1,2012,SLM,PSL, ,1,1,0,1,0.022898,0,6261800,0,2,FT,0,Boston Bikes,TDG,0,0,0,36.851508
1088,1532,Huntington Avenue,5745500,3,2,1,2013,SLM,PSL,SLM,1,0,0,1,0.042383,0,5745500,0,4,B,0,Boston Bikes,TDG,25,2013,0,68.209211
1089,1026,Harvard Avenue,4470200,3,2,1,2010,CL,CT2-1, ,1,0,0,0,0.092963,0,4470200,1,2,B,0,Boston Bikes,TDG,0,0,0,149.609885
1090,1721,Commonwealth Avenue Frontage Road Wb,4540600,0,2,1,2013,BL,CT2-1, ,1,1,0,0,0.083422,0,4540600,0,1,FT,0,Boston Bikes,TDG,0,0,0,134.254548
1091,1812,Forsyth Street,4549600,0,2,1,2012,BL, , ,1,0,53,0,0.049002,0,4549600,0,2,B,0,Boston Bikes,TDG,0,0,0,78.860967
1092,1533,Brookline Avenue,4566900,2,2,1,2013,CL, , ,1,0,60,0,0.084264,0,4566900,0,5,B,0,MASCO,TDG,0,0,0,135.610216
1093,1027,Harvard Avenue,5842300,3,2,1,2010,CL,CT2-1, ,1,0,0,0,0.043844,0,5842300,1,2,B,0,Boston Bikes,TDG,0,0,0,70.559598
1094,1722,Commonwealth Avenue Frontage Road Eb,5109500,0,2,1,2013,SLM,CT1-2, ,1,0,0,0,0.120017,0,5109500,1,1,FT,0,Boston Bikes,TDG,0,0,1.1,193.148417
1095,1028,Franklin Street,4439800,0,2,1,2010,SLM,NW, ,1,0,0,0,0.0148,0,4439800,0,2,B,0,Boston Bikes,TDG,0,0,0,23.81902
1096,1813,Columbus Avenue,5194400,3,2,1,2009,BL,CT1-2, ,1,0,0,0,0.03316,0,5194400,1,2,B,0,BTD,VHB,0,0,0,53.366721
1097,1534,Brookline Avenue,5674900,2,2,1,2013,CL, , ,1,0,60,0,0.04303,0,5674900,0,4,B,0,MASCO,TDG,0,0,0,69.250488
1098,1723,Cambridge Street,6242000,3,2,1,2010,BL, , ,1,1,0,1,0.022062,0,6242000,0,1,FT,0,Boston Bikes,TDG,0,0,0,35.505918
1099,1029,Western Avenue,5126500,5,2,1,2012,BL, , ,1,0,0,0,0.051479,0,5126500,1,2,B,0,Harvard University,Jacobs,0,0,0,82.846983
1100,1814,Massachusetts Avenue,4534600,3,2,1,2012,SLM,BL, ,1,0,0,1,0.051971,0,4534600,0,5,B,0,Boston Bikes,TDG,0,0,0,83.639202
